customer_id,segment_name,recency_days,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Score,ticket_count,avg_resolution_hours,avg_sentiment_score,reopened_tickets,return_rate,email_opens_30d,campaign_clicks_30d,engagement_score,category_diversity,loyalty_tier,avg_discount_pct
CUST01894,At Risk,255,4,3166.55,1,3,4,8,0,0,0,0,0,5,2,7,4,Silver,0.27749999999999997
CUST01895,Dormant,389,1,1344.42,1,1,2,4,0,0,0,0,0,7,3,10,1,Silver,0.33
CUST01896,New Customers,11,2,849.76,5,2,1,8,0,0,0,0,0,8,2,10,2,No Tier,0.36
CUST01897,Champions,40,7,5033.2699999999995,4,5,5,14,1,46.8,-0.5,1,0,0,0,0,4,No Tier,0.20857142857142857
CUST01898,Dormant,278,1,829.18,1,1,1,3,0,0,0,0,0,0,0,0,1,No Tier,0.23
CUST01899,Discount Sensitive,113,2,1576.16,2,2,2,6,1,11,-0.74,0,0,2,0,2,1,No Tier,0.435
CUST01900,Champions,24,10,6738.13,4,5,5,14,1,19.1,-0.13,0,0.1,6,2,8,5,No Tier,0.256
CUST01901,Dormant,223,3,2344.37,1,3,3,7,0,0,0,0,0,4,2,6,3,Silver,0.19000000000000003
CUST01902,Discount Sensitive,25,3,1130.94,4,3,1,8,0,0,0,0,0,1,0,1,2,Silver,0.3833333333333333
CUST01903,Champions,28,9,5606.46,4,5,5,14,4,40.349999999999994,-0.83,1,0.2222222222222222,0,0,0,3,No Tier,0.29333333333333333
CUST01904,Regular Customers,34,4,3741.26,4,3,4,11,3,24.399999999999995,0.036666667,0,0.25,0,0,0,3,Silver,0.24750000000000003
CUST01905,Regular Customers,50,4,2668.83,3,3,3,9,1,38.7,-0.62,0,0,8,3,11,3,Gold,0.18
CUST01906,Regular Customers,24,2,975,4,2,1,7,0,0,0,0,0,2,0,2,2,No Tier,0.325
CUST01907,Champions,4,6,3723.8199999999997,5,4,4,13,0,0,0,0,0,2,1,3,3,Silver,0.22999999999999998
CUST01908,Dormant,276,3,1025.52,1,3,1,5,0,0,0,0,0,0,0,0,3,No Tier,0.4366666666666667
CUST01909,New Customers,3,2,1299.92,5,2,2,9,0,0,0,0,0.5,0,0,0,2,Silver,0.16
CUST01910,Loyal Customers,190,5,2642.55,2,4,3,9,0,0,0,0,0,0,0,0,3,Silver,0.21400000000000002
CUST01911,Champions,6,10,6891.04,5,5,5,15,2,38.95,-0.565,0,0.1,0,0,0,3,Gold,0.188
CUST01912,Loyal Customers,10,5,2488.9700000000003,5,4,3,12,1,24,-0.07,0,0,2,0,2,3,No Tier,0.314
CUST01913,Discount Sensitive,138,1,422.52,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.44
CUST01914,High Value Unhappy,49,7,6013.65,3,5,5,13,2,21,0.27,1,0.14285714285714285,5,0,5,3,Platinum,0.24857142857142858
CUST01915,At Risk,333,4,3357.25,1,3,4,8,0,0,0,0,0,0,0,0,3,No Tier,0.315
CUST01916,Regular Customers,24,3,1477.4,4,3,2,9,0,0,0,0,0,4,1,5,2,Silver,0.31666666666666665
CUST01917,Dormant,256,2,1593.3,1,2,2,5,0,0,0,0,0,1,0,1,2,Silver,0.27
CUST01918,At Risk,230,4,3621.08,1,3,4,8,0,0,0,0,0,3,1,4,3,No Tier,0.1575
CUST01919,Discount Sensitive,27,2,1871.4899999999998,4,2,2,8,0,0,0,0,0,0,0,0,2,No Tier,0.46
CUST01920,Dormant,275,4,2814.54,1,3,3,7,1,9.9,-0.92,0,0.25,1,0,1,2,Silver,0.275
CUST01921,Regular Customers,135,4,2532.17,2,3,3,8,1,22.1,-0.34,0,0,1,0,1,4,No Tier,0.15000000000000002
CUST01922,Regular Customers,44,4,3374.0299999999997,3,3,4,10,0,0,0,0,0,4,1,5,2,Silver,0.1375
CUST01923,Dormant,206,3,1359.38,1,3,2,6,0,0,0,0,0,6,2,8,1,Gold,0.37666666666666665
CUST01924,Regular Customers,23,2,703.29,4,2,1,7,0,0,0,0,0,0,0,0,2,Platinum,0.24
CUST01925,Regular Customers,12,3,1610.02,5,3,2,10,0,0,0,0,0.3333333333333333,5,2,7,2,No Tier,0.2833333333333333
CUST01926,Regular Customers,190,1,449.37,2,1,1,4,0,0,0,0,0,0,0,0,1,Silver,0.32
CUST01927,At Risk,223,3,3362.8999999999996,1,3,4,8,0,0,0,0,0,2,1,3,2,Platinum,0.3
CUST01928,Loyal Customers,12,5,2986.37,5,4,3,12,1,32.1,-1,0,0.2,7,3,10,5,Gold,0.178
CUST01929,Dormant,223,2,735.4100000000001,1,2,1,4,0,0,0,0,0,0,0,0,2,Gold,0.255
CUST01930,Regular Customers,30,3,1579.7,4,3,2,9,0,0,0,0,0,0,0,0,3,No Tier,0.18666666666666668
CUST01931,Regular Customers,30,4,2261.88,4,3,3,10,0,0,0,0,0,4,0,4,3,No Tier,0.27749999999999997
CUST01932,Discount Sensitive,41,2,2839.42,4,2,3,9,0,0,0,0,0,10,2,12,2,Platinum,0.39
CUST01933,Loyal Customers,99,6,3230.78,3,4,4,11,0,0,0,0,0,5,2,7,5,No Tier,0.20166666666666666
CUST01934,Regular Customers,38,2,1101.81,4,2,1,7,0,0,0,0,0,0,0,0,2,No Tier,0.29500000000000004
CUST01935,Discount Sensitive,112,1,308.98,2,1,1,4,0,0,0,0,0,3,1,4,1,No Tier,0.33
CUST01936,Discount Sensitive,59,2,1160.81,3,2,1,6,0,0,0,0,0,7,2,9,2,Silver,0.35
CUST01937,Regular Customers,180,1,383.33,2,1,1,4,0,0,0,0,0,2,0,2,1,No Tier,0.19
CUST01938,Champions,20,6,3592.5299999999997,4,4,4,12,2,29.549999999999997,-0.815,2,0.3333333333333333,0,0,0,4,No Tier,0.21166666666666667
CUST01939,Champions,6,5,3464.73,5,4,4,13,1,18.7,-0.49,0,0,0,0,0,3,No Tier,0.20400000000000001
CUST01940,Champions,2,9,7225.11,5,5,5,15,1,10.6,0.2,0,0,7,1,8,5,No Tier,0.23444444444444443
CUST01941,Champions,38,10,6200.41,4,5,5,14,2,23.950000000000003,-0.725,0,0.1,0,0,0,4,No Tier,0.279
CUST01942,Dormant,309,1,523.56,1,1,1,3,0,0,0,0,0,5,2,7,1,No Tier,0.2
CUST01943,High Value Unhappy,53,5,5229.27,3,4,5,12,1,7.7,-0.04,0,0.2,1,0,1,3,Gold,0.28
CUST01944,Champions,21,8,6521.58,4,5,5,14,2,19.05,-0.12,0,0,0,0,0,4,No Tier,0.20125
CUST01945,Regular Customers,178,1,554.68,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.29
CUST01946,Regular Customers,59,4,1904.3400000000001,3,3,2,8,2,22.75,-0.335,1,0,4,2,6,3,No Tier,0.3075
CUST01947,High Value Unhappy,183,7,4832.0599999999995,2,5,5,12,0,0,0,0,0,2,1,3,4,Silver,0.27714285714285714
CUST01948,Dormant,230,2,1170.93,1,2,2,5,1,23.9,-0.67,0,0,1,0,1,2,No Tier,0.375
CUST01949,High Value Unhappy,196,8,9603.31,2,5,5,12,1,25,0.01,0,0,0,0,0,4,Silver,0.21125
CUST01950,Discount Sensitive,196,3,1395.9099999999999,2,3,2,7,0,0,0,0,0,3,0,3,1,No Tier,0.33
CUST01951,Regular Customers,185,4,2559.6099999999997,2,3,3,8,1,27.2,-0.22,0,0,5,0,5,2,Silver,0.28500000000000003
CUST01952,Dormant,373,2,922.6,1,2,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.305
CUST01953,Dormant,236,1,886.28,1,1,1,3,0,0,0,0,0,1,0,1,1,No Tier,0.34
CUST01954,High Value Unhappy,53,11,8402.98,3,5,5,13,3,18.833333333333332,-0.566666667,2,0.18181818181818182,3,0,3,3,No Tier,0.30272727272727273
CUST01955,Champions,8,10,4916.2699999999995,5,5,5,15,2,23.75,-0.405,0,0,9,4,13,6,Gold,0.377
CUST01956,Regular Customers,138,1,301.98,2,1,1,4,0,0,0,0,0,3,1,4,1,No Tier,0.28
CUST01957,Dormant,270,3,2989.2,1,3,3,7,1,1,0.23,0,0,0,0,0,3,Gold,0.2833333333333333
CUST01958,At Risk,173,7,3390.38,2,5,4,11,4,13.75,-0.35,0,0.14285714285714285,0,0,0,2,Silver,0.36428571428571427
CUST01959,Regular Customers,20,3,2332.59,4,3,3,10,0,0,0,0,0,0,0,0,3,No Tier,0.21666666666666667
CUST01960,Regular Customers,11,3,2058.57,5,3,2,10,0,0,0,0,0,0,0,0,2,No Tier,0.12666666666666668
CUST01961,Regular Customers,139,4,3056.04,2,3,3,8,2,27.65,-0.115,0,0,3,1,4,4,No Tier,0.275
CUST01962,High Value Unhappy,202,8,5467.6900000000005,1,5,5,11,2,25.75,-0.66,1,0.125,0,0,0,4,No Tier,0.205
CUST01963,Regular Customers,173,1,827.54,2,1,1,4,0,0,0,0,0,3,0,3,1,No Tier,0.23
CUST01964,New Customers,12,2,1288.24,5,2,2,9,0,0,0,0,0,0,0,0,1,Silver,0.345
CUST01965,Dormant,256,2,1060.55,1,2,1,4,1,65.1,-0.9,1,0,8,1,9,2,No Tier,0.4
CUST01966,High Value Unhappy,109,6,5099.78,2,4,5,11,1,34.7,-1,0,0.16666666666666666,0,0,0,5,No Tier,0.20333333333333334
CUST01967,Regular Customers,88,4,1574.64,3,3,2,8,2,32.85,-0.17,0,0,4,0,4,2,No Tier,0.28
CUST01968,Regular Customers,119,1,1323.58,2,1,2,5,1,24.1,-0.89,0,1,2,1,3,1,Platinum,0.19
CUST01969,Regular Customers,24,3,2165.71,4,3,3,10,1,17.9,0.52,0,0,3,0,3,3,No Tier,0.21
CUST01970,Regular Customers,48,4,2507.45,3,3,3,9,0,0,0,0,0,5,2,7,1,Gold,0.1575
CUST01971,Regular Customers,22,3,2955.46,4,3,3,10,1,44.7,-1,0,0.3333333333333333,7,1,8,3,No Tier,0.32666666666666666
CUST01972,Champions,19,12,7166.04,4,5,5,14,2,20.5,-0.21,1,0.083333333,0,0,0,4,No Tier,0.24750000000000003
CUST01973,Regular Customers,13,4,3552.32,5,3,4,12,0,0,0,0,0,5,2,7,2,No Tier,0.18250000000000002
CUST01974,Champions,9,8,4336.05,5,5,4,14,2,18.7,-0.15,0,0,2,0,2,4,Silver,0.19625
CUST01975,Champions,38,6,3940.8999999999996,4,4,4,12,1,12.2,0.21,0,0,5,0,5,3,No Tier,0.2966666666666667
CUST01976,Champions,36,7,6343.9,4,5,5,14,3,25.233333333333334,-0.82,1,0.14285714285714285,7,1,8,4,No Tier,0.14714285714285716
CUST01977,Regular Customers,36,4,3378.67,4,3,4,11,1,19.2,-0.47,1,0,0,0,0,4,No Tier,0.225
CUST01978,High Value Unhappy,216,7,6034.36,1,5,5,11,2,29.299999999999997,-0.42,1,0.14285714285714285,2,1,3,5,Platinum,0.3842857142857143
CUST01979,Regular Customers,20,2,1075.89,4,2,1,7,0,0,0,0,0,0,0,0,2,Silver,0.24
CUST01980,Champions,21,10,8871.41,4,5,5,14,1,43.6,-1,0,0.1,6,2,8,4,No Tier,0.184
CUST01981,Champions,19,6,6131.18,4,4,5,13,1,29.9,-1,0,0,6,2,8,4,No Tier,0.21333333333333335
CUST01982,Champions,21,9,4892.66,4,5,5,14,2,15.5,-0.075,0,0,1,0,1,5,Silver,0.21444444444444447
CUST01983,Loyal Customers,5,5,1927.91,5,4,2,11,0,0,0,0,0.2,3,1,4,3,No Tier,0.236
CUST01984,High Value Unhappy,47,9,5138.389999999999,3,5,5,13,2,11.55,0.02,0,0,4,2,6,5,No Tier,0.3811111111111111
CUST01985,Regular Customers,31,2,2382.24,4,2,3,9,0,0,0,0,0,2,0,2,2,No Tier,0.13
CUST01986,Champions,40,6,6117.86,4,4,5,13,3,36.199999999999996,-0.896666667,2,0.3333333333333333,9,1,10,3,Gold,0.31
CUST01987,Discount Sensitive,187,1,299.78,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.47
CUST01988,High Value Unhappy,2,4,14032.75,5,3,5,13,0,0,0,0,0,0,0,0,3,No Tier,0.13
CUST01989,Discount Sensitive,130,3,1255.63,2,3,2,7,0,0,0,0,0,0,0,0,2,Silver,0.4000000000000001
CUST01990,At Risk,119,4,3877.7699999999995,2,3,4,9,0,0,0,0,0,4,1,5,3,Silver,0.22499999999999998
CUST01991,High Value Unhappy,125,7,5405.02,2,5,5,12,2,26.4,-0.45,1,0.14285714285714285,0,0,0,5,Silver,0.1457142857142857
CUST01992,Discount Sensitive,7,4,3269.68,5,3,4,12,0,0,0,0,0,3,1,4,2,No Tier,0.34
CUST01993,Champions,2,7,3740.82,5,5,4,14,2,19.45,-0.81,1,0,0,0,0,4,No Tier,0.3242857142857143
CUST01994,Champions,26,7,5006.93,4,5,5,14,0,0,0,0,0,0,0,0,5,No Tier,0.30142857142857143
CUST01995,Dormant,204,5,2602.16,1,4,3,8,1,5.8,-0.72,0,0,0,0,0,4,No Tier,0.292
CUST01996,Regular Customers,13,4,3858.54,5,3,4,12,0,0,0,0,0,2,1,3,3,Gold,0.1
CUST01997,Loyal Customers,50,5,3804.33,3,4,4,11,0,0,0,0,0.2,6,2,8,3,Silver,0.26
CUST01998,Champions,11,9,9097.95,5,5,5,15,2,33.6,-0.705,1,0.1111111111111111,4,0,4,4,Gold,0.10555555555555557
CUST01999,Discount Sensitive,130,2,762.25,2,2,1,5,0,0,0,0,0,2,1,3,1,Gold,0.33999999999999997
CUST02000,High Value Unhappy,156,10,4734.83,2,5,4,11,2,12.8,0.16499999999999998,0,0,5,0,5,4,Gold,0.22000000000000003
CUST02001,Regular Customers,48,4,4215.38,3,3,4,10,0,0,0,0,0,3,1,4,3,Silver,0.20500000000000002
CUST02002,Champions,17,7,6389.57,5,5,5,15,1,13.1,0.32,0,0,5,2,7,4,No Tier,0.24285714285714285
CUST02003,Dormant,229,2,1381.48,1,2,2,5,0,0,0,0,0,0,0,0,2,No Tier,0.405
CUST02004,Regular Customers,36,2,1801.8700000000001,4,2,2,8,0,0,0,0,0.5,3,1,4,1,No Tier,0.09
CUST02005,Champions,2,6,3793.33,5,5,4,14,1,13.1,-0.54,0,0,4,2,6,3,No Tier,0.17500000000000002
CUST02006,New Customers,2,2,2717.7400000000002,5,2,3,10,0,0,0,0,0,0,0,0,1,No Tier,0.325
CUST02007,High Value Unhappy,212,6,5058.75,1,5,5,11,1,7.8,0.46,0,0,2,1,3,4,Platinum,0.18666666666666668
CUST02008,High Value Unhappy,288,4,4601.66,1,3,4,8,2,36.25,-0.34,1,0.25,0,0,0,2,No Tier,0.2575
CUST02009,Champions,12,6,4868.95,5,5,5,15,1,15.5,-0.13,0,0.16666666666666666,0,0,0,4,Gold,0.2816666666666667
CUST02010,Champions,24,5,6149.849999999999,4,4,5,13,0,0,0,0,0,7,3,10,3,No Tier,0.16
CUST02011,High Value Unhappy,190,4,4620.1,2,3,4,9,0,0,0,0,0,0,0,0,4,No Tier,0.265
CUST02012,Discount Sensitive,18,2,753.46,4,2,1,7,1,17.4,-0.05,0,0,0,0,0,2,Silver,0.33499999999999996
CUST02013,Regular Customers,51,2,1418.68,3,2,2,7,0,0,0,0,0,3,1,4,2,Silver,0.16
CUST02014,Loyal Customers,0,4,1934.85,5,4,2,11,0,0,0,0,0.25,0,0,0,3,No Tier,0.3075
CUST02015,High Value Unhappy,272,4,5003.34,1,4,5,10,0,0,0,0,0,0,0,0,3,No Tier,0.1275
CUST02016,Regular Customers,31,2,882.6200000000001,4,2,1,7,0,0,0,0,0,3,1,4,2,No Tier,0.155
CUST02017,Regular Customers,137,2,1871.94,2,2,2,6,0,0,0,0,0,5,2,7,2,Gold,0.31
CUST02018,Discount Sensitive,106,1,873.21,3,1,1,5,1,30.6,-0.48,1,0,4,1,5,1,No Tier,0.36
CUST02019,Champions,25,10,5948.59,4,5,5,14,2,14.4,-0.595,0,0.2,0,0,0,5,No Tier,0.29500000000000004
CUST02020,Regular Customers,90,3,2876.52,3,3,3,9,0,0,0,0,0,6,0,6,3,No Tier,0.25
CUST02021,High Value Unhappy,59,5,4697.28,3,4,4,11,1,34.2,-0.52,1,0.2,0,0,0,2,Gold,0.266
CUST02022,Loyal Customers,30,4,1860.8,4,4,2,10,1,33.6,-0.71,0,0,0,0,0,4,No Tier,0.24
CUST02023,Regular Customers,104,1,888.97,3,1,1,5,0,0,0,0,0,9,0,9,1,No Tier,0.3
CUST02024,Champions,20,11,6485.26,4,5,5,14,0,0,0,0,0,8,3,11,5,Silver,0.2290909090909091
CUST02025,High Value Unhappy,51,6,5175.9,3,5,5,13,0,0,0,0,0,2,1,3,3,No Tier,0.225
CUST02026,Champions,36,6,5043,4,5,5,14,0,0,0,0,0.16666666666666666,3,1,4,4,No Tier,0.2833333333333333
CUST02027,Loyal Customers,55,4,3475.88,3,4,4,11,0,0,0,0,0,3,1,4,4,No Tier,0.2725
CUST02028,Regular Customers,187,2,1517.08,2,2,2,6,0,0,0,0,0,0,0,0,2,Gold,0.20500000000000002
CUST02029,Loyal Customers,22,5,2791.39,4,4,3,11,1,16.7,0.67,0,0,5,2,7,5,Silver,0.27599999999999997
CUST02030,Champions,15,7,4841.91,5,5,5,15,0,0,0,0,0.14285714285714285,7,2,9,6,Gold,0.32857142857142857
CUST02031,Dormant,227,2,734.56,1,2,1,4,0,0,0,0,0,3,0,3,2,No Tier,0.39
CUST02032,Dormant,402,2,1046.18,1,2,1,4,0,0,0,0,0,0,0,0,2,No Tier,0.21000000000000002
CUST02033,Loyal Customers,58,5,3320.35,3,4,4,11,0,0,0,0,0.2,3,1,4,3,Gold,0.19
CUST02034,Regular Customers,45,2,897.86,3,2,1,6,0,0,0,0,0,4,0,4,2,No Tier,0.215
CUST02035,Regular Customers,153,3,2201.39,2,3,3,8,1,15.5,-0.44,0,0,6,1,7,2,Gold,0.22
CUST02036,Champions,21,9,5895.1,4,5,5,14,0,0,0,0,0,0,0,0,5,No Tier,0.2555555555555556
CUST02037,Regular Customers,61,2,1131.94,3,2,1,6,2,22.25,-0.33,0,1,4,1,5,2,Gold,0.255
CUST02038,Dormant,322,3,1941.74,1,3,2,6,1,42,-0.97,1,0,3,1,4,2,Platinum,0.3933333333333333
CUST02039,Dormant,220,3,1806.76,1,3,2,6,1,52.2,-0.85,0,0,5,0,5,3,No Tier,0.32
CUST02040,Regular Customers,20,2,1156,4,2,1,7,0,0,0,0,0,4,2,6,2,No Tier,0.22000000000000003
CUST02041,Champions,8,7,8711.11,5,5,5,15,2,38.15,-0.325,0,0.14285714285714285,3,1,4,5,Silver,0.20142857142857146
CUST02042,Discount Sensitive,46,5,2765.54,3,4,3,10,1,27.6,-0.64,0,0,2,1,3,3,No Tier,0.336
CUST02043,Discount Sensitive,34,3,2232.97,4,3,3,10,0,0,0,0,0,3,1,4,2,No Tier,0.35000000000000003
CUST02044,High Value Unhappy,51,8,6994.62,3,5,5,13,1,19.8,-0.34,0,0,0,0,0,4,No Tier,0.2225
CUST02045,Discount Sensitive,152,1,626.4,2,1,1,4,0,0,0,0,0,6,3,9,1,No Tier,0.48
CUST02046,High Value Unhappy,342,6,4967.95,1,5,5,11,2,24.450000000000003,-0.305,0,0,6,2,8,2,Platinum,0.155
CUST02047,Champions,38,9,9285.85,4,5,5,14,0,0,0,0,0,0,0,0,4,No Tier,0.20555555555555557
CUST02048,Dormant,247,1,683.23,1,1,1,3,0,0,0,0,0,1,0,1,1,Silver,0.47
CUST02049,Loyal Customers,59,7,4082.93,3,5,4,12,1,48,-1,1,0,4,1,5,2,Silver,0.22285714285714286
CUST02050,Loyal Customers,6,4,2054.58,5,4,2,11,1,16,0.43,0,0,6,2,8,3,No Tier,0.2825
CUST02051,Regular Customers,145,3,2953.97,2,3,3,8,1,1,-0.02,0,0,0,0,0,2,Gold,0.27666666666666667
CUST02052,High Value Unhappy,45,5,6095.51,3,4,5,12,0,0,0,0,0,0,0,0,2,Silver,0.196
CUST02053,Champions,29,5,4282.21,4,4,4,12,0,0,0,0,0,0,0,0,3,No Tier,0.24
CUST02054,Champions,6,9,8418.66,5,5,5,15,1,47.1,-1,0,0.1111111111111111,0,0,0,5,No Tier,0.3222222222222222
CUST02055,Champions,39,7,3803.29,4,5,4,13,0,0,0,0,0,0,0,0,3,No Tier,0.2557142857142857
CUST02056,Dormant,255,2,1281.97,1,2,2,5,0,0,0,0,0,6,1,7,2,Gold,0.12
CUST02057,Regular Customers,16,3,3230.33,5,3,4,12,0,0,0,0,0.3333333333333333,3,0,3,3,No Tier,0.29333333333333333
CUST02058,New Customers,8,2,1439.28,5,2,2,9,0,0,0,0,0.5,3,1,4,2,No Tier,0.345
CUST02059,Loyal Customers,49,4,3349.0699999999997,3,4,4,11,1,10.1,-0.76,0,0,3,1,4,3,No Tier,0.2475
CUST02060,Regular Customers,83,2,1331.01,3,2,2,7,2,22.2,-0.085,0,0.5,3,0,3,2,No Tier,0.235
CUST02061,Champions,7,6,3818.2200000000003,5,5,4,14,2,19.4,-0.375,0,0,2,1,3,3,Platinum,0.20833333333333334
CUST02062,At Risk,221,4,3844.48,1,4,4,9,0,0,0,0,0,0,0,0,2,Silver,0.255
CUST02063,Loyal Customers,26,5,2514.81,4,4,3,11,1,25.2,-1,0,0.2,3,1,4,4,No Tier,0.302
CUST02064,Regular Customers,129,3,2866.45,2,3,3,8,1,33.1,-0.67,1,0.3333333333333333,6,0,6,3,No Tier,0.3066666666666667
CUST02065,At Risk,232,5,3492.37,1,4,4,9,1,15.2,-0.55,0,0.2,2,0,2,4,No Tier,0.35600000000000004
CUST02066,New Customers,0,2,1165.54,5,2,2,9,1,35.3,-0.59,1,0,8,2,10,2,No Tier,0.335
CUST02067,High Value Unhappy,47,8,9090.87,3,5,5,13,3,29.733333333333334,-0.513333333,0,0,4,0,4,4,Gold,0.29875
CUST02068,Regular Customers,12,3,2109.12,5,3,3,11,0,0,0,0,0,8,4,12,3,Gold,0.3
CUST02069,Dormant,375,1,791.45,1,1,1,3,0,0,0,0,0,0,0,0,1,No Tier,0.24
CUST02070,Regular Customers,140,1,557.51,2,1,1,4,1,15.3,-0.56,0,0,10,2,12,1,No Tier,0.32
CUST02071,Discount Sensitive,46,4,2603.33,3,4,3,10,0,0,0,0,0,2,0,2,2,Gold,0.3325
CUST02072,High Value Unhappy,95,11,7176.07,3,5,5,13,1,25.7,-0.5,0,0,0,0,0,6,No Tier,0.39272727272727276
CUST02073,Regular Customers,94,1,462.53,3,1,1,5,0,0,0,0,0,0,0,0,1,No Tier,0.24
CUST02074,Regular Customers,3,3,2958.6099999999997,5,3,3,11,0,0,0,0,0,3,1,4,2,Silver,0.32666666666666666
CUST02075,Dormant,331,5,2192.94,1,4,3,8,1,23.9,-1,0,0.2,0,0,0,3,No Tier,0.298
CUST02076,At Risk,273,4,3480.34,1,4,4,9,0,0,0,0,0,2,1,3,2,No Tier,0.255
CUST02077,Discount Sensitive,138,5,2528.43,2,4,3,9,0,0,0,0,0,1,0,1,3,Silver,0.346
CUST02078,Champions,8,10,5212.43,5,5,5,15,3,22.266666666666666,-0.276666667,1,0,5,2,7,4,Gold,0.264
CUST02079,Champions,41,8,4833.47,4,5,5,14,3,18.666666666666668,-0.536666667,1,0.25,2,0,2,4,No Tier,0.3425
CUST02080,Dormant,238,3,2768.41,1,3,3,7,1,32.9,-1,1,0.3333333333333333,4,2,6,2,No Tier,0.25333333333333335
CUST02081,High Value Unhappy,226,9,5848.4400000000005,1,5,5,11,2,32.9,0,0,0,4,1,5,5,Gold,0.3622222222222222
CUST02082,Regular Customers,184,2,1444.5700000000002,2,2,2,6,0,0,0,0,0,0,0,0,2,No Tier,0.275
CUST02083,Loyal Customers,19,4,2720.84,4,4,3,11,0,0,0,0,0,0,0,0,4,No Tier,0.2525
CUST02084,Dormant,225,1,481.85,1,1,1,3,0,0,0,0,0,3,1,4,1,No Tier,0.32
CUST02085,Regular Customers,63,1,682.7,3,1,1,5,0,0,0,0,0,0,0,0,1,No Tier,0.28
CUST02086,Regular Customers,53,3,2881.01,3,3,3,9,0,0,0,0,0,7,3,10,3,Silver,0.26333333333333336
CUST02087,Regular Customers,7,3,2067.91,5,3,2,10,0,0,0,0,0,0,0,0,3,Silver,0.32
CUST02088,Regular Customers,101,3,1761.31,3,3,2,8,1,36.3,-1,0,0,1,0,1,3,No Tier,0.22
CUST02089,Regular Customers,33,2,1281.3400000000001,4,2,2,8,0,0,0,0,0,0,0,0,2,No Tier,0.24
CUST02090,Discount Sensitive,140,2,852.76,2,2,1,5,1,46.5,-0.57,0,0.5,0,0,0,1,Silver,0.33499999999999996
CUST02091,Discount Sensitive,50,2,1230.8,3,2,2,7,0,0,0,0,0,7,1,8,2,No Tier,0.42
CUST02092,Dormant,234,3,2595.52,1,3,3,7,1,40.2,-1,0,0,0,0,0,3,Gold,0.17
CUST02093,Regular Customers,7,3,1638.06,5,3,2,10,0,0,0,0,0,0,0,0,3,Gold,0.29333333333333333
CUST02094,Regular Customers,156,2,1171.49,2,2,2,6,0,0,0,0,0,1,0,1,2,Gold,0.07
CUST02095,Regular Customers,15,3,2140.15,5,3,3,11,1,33.2,-1,0,0,5,1,6,2,Silver,0.2333333333333333
CUST02096,Regular Customers,65,3,2926.04,3,3,3,9,0,0,0,0,0,2,0,2,2,No Tier,0.29333333333333333
CUST02097,Loyal Customers,29,5,2858.66,4,4,3,11,1,32.9,-1,0,0,2,0,2,3,Silver,0.32
CUST02098,Dormant,283,1,558.72,1,1,1,3,0,0,0,0,0,0,0,0,1,Silver,0.18
CUST02099,Discount Sensitive,167,3,2275.89,2,3,3,8,0,0,0,0,0,2,1,3,3,Silver,0.36000000000000004
CUST02100,High Value Unhappy,50,9,4873.24,3,5,5,13,2,43.349999999999994,-0.75,1,0.1111111111111111,0,0,0,6,No Tier,0.33666666666666667
CUST02101,High Value Unhappy,78,7,4502.69,3,5,4,12,2,16.4,-0.365,0,0,0,0,0,3,No Tier,0.4042857142857143
CUST02102,Champions,17,7,4096.23,5,5,4,14,0,0,0,0,0,5,1,6,4,Platinum,0.41571428571428576
CUST02103,Discount Sensitive,104,2,1052.31,3,2,1,6,1,16.5,0.65,0,0,0,0,0,2,Platinum,0.4
CUST02104,Regular Customers,15,3,2519.2,5,3,3,11,0,0,0,0,0,0,0,0,2,Silver,0.30333333333333334
CUST02105,Champions,6,6,3931.45,5,5,4,14,2,10.95,-0.365,0,0.16666666666666666,0,0,0,4,No Tier,0.11166666666666668
CUST02106,Champions,31,9,22131.36,4,5,5,14,3,24.26666666666667,-0.443333333,0,0.1111111111111111,2,1,3,4,Gold,0.29555555555555557
CUST02107,Loyal Customers,150,5,3080.15,2,4,3,9,0,0,0,0,0,7,1,8,4,No Tier,0.22000000000000003
CUST02108,Loyal Customers,53,4,2559.18,3,4,3,10,2,21,-0.5,0,0.25,0,0,0,3,No Tier,0.21500000000000002
CUST02109,Champions,6,6,4224.2300000000005,5,5,4,14,1,16.7,0.38,0,0,6,3,9,4,No Tier,0.325
CUST02110,Regular Customers,10,3,3091.2000000000003,5,3,3,11,0,0,0,0,0,1,0,1,2,Gold,0.22666666666666668
CUST02111,Dormant,244,1,1404.22,1,1,2,4,0,0,0,0,0,1,0,1,1,Silver,0.3
CUST02112,Dormant,395,3,1402.8600000000001,1,3,2,6,0,0,0,0,0,0,0,0,2,Silver,0.34
CUST02113,Dormant,254,2,2358.37,1,2,3,6,0,0,0,0,0,1,0,1,2,No Tier,0.33
CUST02114,Regular Customers,171,2,587.4200000000001,2,2,1,5,1,13.8,0.29,0,0.5,0,0,0,1,No Tier,0.32999999999999996
CUST02115,Champions,1,4,3950.54,5,4,4,13,0,0,0,0,0,0,0,0,4,No Tier,0.27749999999999997
CUST02116,Dormant,211,2,1180.1399999999999,1,2,2,5,1,34.5,0.21,0,0,4,0,4,2,Silver,0.235
